n calls (143671010 primitive calls) in 165.255 seconds

Ordered by: cumulative time

ncalls  tottime  percall  cumtime  percall filename:lineno(function)
1    0.000    0.000    0.000    0.000 tree.py:15(<module>)
3    0.000    0.000    0.000    0.000 numeric.py:351(extend_all)
452    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1729(<genexpr>)
1    0.000    0.000    0.000    0.000 aligned.py:8(<module>)
808    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1985(<genexpr>)
52    0.000    0.000    0.000    0.000 posixpath.py:158(islink)
10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:546(_requires_builtin_wrapper)
24    0.000    0.000    0.000    0.000 codecs.py:310(decode)
20    0.000    0.000    0.000    0.000 version.py:313(parse)
40    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
65    0.000    0.000    0.000    0.000 lexicon.py:103(nextCategory)
1    0.000    0.000    0.000    0.000 stata.py:428(StataMissingValue)
1    0.000    0.000    0.000    0.000 framenet.py:8(<module>)
144    0.000    0.000    0.000    0.000 {built-in method is_builtin}
2    0.000    0.000    0.000    0.000 textwrap.py:367(fill)
162    0.000    0.000    0.000    0.000 pkg_resources.py:2344(key)
7    0.000    0.000    0.000    0.000 __init__.py:1127(getLogger)
40    0.000    0.000    0.000    0.000 _inspect.py:120(getargspec)
12    0.000    0.000    0.000    0.000 textwrap.py:400(dedent)
369    0.000    0.000    0.000    0.000 ops.py:111(<genexpr>)
3    0.000    0.000    0.000    0.000 api.py:10(<module>)
1    0.000    0.000    0.000    0.000 process.py:10(<module>)
1    0.000    0.000    0.000    0.000 featstruct.py:1878(RangeFeature)
1    0.000    0.000    0.000    0.000 api.py:7(<module>)
1    0.000    0.000    0.000    0.000 prover9.py:11(<module>)
54    0.000    0.000    0.000    0.000 pyparsing.py:1540(__init__)
1    0.000    0.000    0.000    0.000 tagged.py:24(TaggedCorpusReader)
1    0.000    0.000    0.000    0.000 wikiapi.py:196(__init__)
1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
1    0.000    0.000    0.000    0.000 cookiejar.py:1942(MozillaCookieJar)
2    0.000    0.000    0.000    0.000 util.py:290(transitive_closure)
5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1287(load_module)
332    0.000    0.000    0.000    0.000 decorators.py:171(__init__)
11    0.000    0.000    0.000    0.000 posixpath.py:355(abspath)
1    0.000    0.000    0.000    0.000 conll.py:11(<module>)
1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
26    0.000    0.000    0.000    0.000 calendar.py:55(__getitem__)
384    0.000    0.000    0.000    0.000 ops.py:37(names)
30/4    0.000    0.000    0.000    0.000 pyparsing.py:2292(streamline)
19    0.000    0.000    0.000    0.000 rcsetup.py:42(__init__)
1    0.000    0.000    0.000    0.000 util.py:111(<setcomp>)
99    0.000    0.000    0.000    0.000 learning_search.py:324(feedback_required)
4    0.000    0.000    0.000    0.000 logic.py:90(__init__)
1    0.000    0.000    0.000    0.000 panel.py:107(Panel)
1960    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
62    0.000    0.000    0.000    0.000 lexicon.py:119(parsePrimitiveCategory)
17    0.000    0.000    0.000    0.000 pyparsing.py:2982(__init__)
1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
759    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:850(has_location)
27    0.000    0.000    0.000    0.000 pkg_resources.py:2497(<listcomp>)
870    0.000    0.000    0.000    0.000 dictionary.py:11(<listcomp>)
759    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1616(get_filename)
140    0.000    0.000    0.000    0.000 punkt.py:496(is_ellipsis)
1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
767    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
2    0.000    0.000    0.000    0.000 list.py:1(<module>)
1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
1    0.000    0.000    0.000    0.000 frame.py:148(DataFrame)
54    0.000    0.000    0.000    0.000 posixpath.py:115(splitext)
1    0.000    0.000    0.000    0.000 text.py:261(Text)
4    0.000    0.000    0.000    0.000 compressed.py:126(check_format)
2    0.000    0.000    0.000    0.000 textwrap.py:342(fill)
63    0.000    0.000    0.000    0.000 util.py:42(__init__)
1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
1    0.000    0.000    0.000    0.000 nombank.py:9(<module>)
174    0.000    0.000    0.000    0.000 os.py:704(encode)
1    0.000    0.000    0.000    0.000 records.py:36(<module>)
2    0.000    0.000    0.000    0.000 coo.py:236(_check)
7    0.000    0.000    0.000    0.000 pyparsing.py:1337(__or__)
9    0.000    0.000    0.000    0.000 moments.py:628(_rolling_func)
2    0.000    0.000    0.000    0.000 grammar.py:633(_calculate_grammar_forms)
2    0.000    0.000    0.000    0.000 textwrap.py:328(wrap)
37    0.000    0.000    0.000    0.000 enum.py:51(__setitem__)
1    0.000    0.000    0.000    0.000 pytables.py:4015(AppendableMultiFrameTable)
27    0.000    0.000    0.000    0.000 pkg_resources.py:1499(_has)
40    0.000    0.000    0.000    0.000 grammar.py:387(__init__)
2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
54    0.000    0.000    0.000    0.000 pkg_resources.py:1158(safe_version)
3    0.000    0.000    0.000    0.000 learning_search.py:229(update_weights)
1    0.000    0.000    0.000    0.000 os.py:663(copy)
58    0.000    0.000    0.000    0.000 grammar.py:1283(standard_nonterm_parser)
1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
1    0.000    0.000    0.000    0.000 json.py:3(<module>)
1265    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
277    0.000    0.000    0.000    0.000 {built-in method add_docstring}
39    0.000    0.000    0.000    0.000 sre_parse.py:212(getwhile)
67    0.000    0.000    0.000    0.000 six.py:110(__init__)
306    0.000    0.000    0.000    0.000 arrayprint.py:661(__init__)
26    0.000    0.000    0.000    0.000 numerictypes.py:233(bitname)
27    0.000    0.000    0.000    0.000 core.py:829(__init__)
52    0.000    0.000    0.000    0.000 {built-in method lstat}
1    0.000    0.000    0.000    0.000 decorators.py:131(decorator)
1    0.000    0.000    0.000    0.000 ycoe.py:20(<module>)
103/81    0.000    0.000    0.000    0.000 {built-in method all}
1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
1    0.000    0.000    0.000    0.000 text.py:94(VectorizerMixin)
1179    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
63    0.000    0.000    0.000    0.000 sre_compile.py:320(_generate_overlap_table)
1    0.000    0.000    0.000    0.000 anneal.py:4(<module>)
1    0.000    0.000    0.000    0.000 perceptron.py:4(<module>)
454    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
99    0.000    0.000    0.000    0.000 learning_search.py:117(n_restarts)
110    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
19/7    0.000    0.000    0.000    0.000 pyparsing.py:2647(streamline)
60    0.000    0.000    0.000    0.000 validation.py:37(_assert_all_finite)
7    0.000    0.000    0.000    0.000 pyparsing.py:2471(__init__)
1    0.000    0.000    0.000    0.000 ppattach.py:39(<module>)
12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_family)
1    0.000    0.000    0.000    0.000 series.py:114(__init__)
1    0.000    0.000    0.000    0.000 decorators.py:82(update_wrapper)
16    0.000    0.000    0.000    0.000 decorators.py:62(_deprecate_kwarg)
120    0.000    0.000    0.000    0.000 functools.py:73(wraps)
1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
13    0.000    0.000    0.000    0.000 utils.py:69(__call__)
1    0.000    0.000    0.000    0.000 downloader.py:1123(DownloaderGUI)
1    0.000    0.000    0.000    0.000 aligned.py:16(AlignedCorpusReader)
14    0.000    0.000    0.000    0.000 common.py:2981(pprint_thing)
1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
1    0.000    0.000    0.000    0.000 generic.py:68(NDFrame)
1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
1    0.000    0.000    0.000    0.000 decorators.py:32(getinfo)
1    0.000    0.000    0.000    0.000 search.py:15(<module>)
3    0.000    0.000    0.000    0.000 decimal.py:3894(__init__)
2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
1    0.000    0.000    0.000    0.000 passive_aggressive.py:4(<module>)
472    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:148(<genexpr>)
26    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
1    0.000    0.000    0.000    0.000 rrule.py:86(rrulebase)
28    0.000    0.000    0.000    0.000 ops.py:682(_flex_method_SERIES)
24    0.000    0.000    0.000    0.000 pyparsing.py:1573(__init__)
1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
1    0.000    0.000    0.000    0.000 ieer.py:22(<module>)
1    0.000    0.000    0.000    0.000 cookies.py:7(<module>)
1    0.000    0.000    0.000    0.000 timit.py:120(<module>)
1    0.000    0.000    0.000    0.000 sexpr.py:50(<module>)
1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
9    0.000    0.000    0.000    0.000 datetime.py:302(__new__)
1    0.000    0.000    0.000    0.000 index.py:75(Index)
3    0.000    0.000    0.000    0.000 __init__.py:324(wrapper)
1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
48    0.000    0.000    0.000    0.000 rcsetup.py:269(validate_stringlist)
100    0.000    0.000    0.000    0.000 search.py:134(empty)
11    0.000    0.000    0.000    0.000 {built-in method eval}
1    0.000    0.000    0.000    0.000 linearlogic.py:73(Expression)
1    0.000    0.000    0.000    0.000 __init__.py:1118(<listcomp>)
3    0.000    0.000    0.000    0.000 ssl.py:111(_import_symbols)
1    0.000    0.000    0.000    0.000 structures.py:9(<module>)
1    0.000    0.000    0.000    0.000 resample.py:1(<module>)
1    0.000    0.000    0.000    0.000 csr.py:136(tocsc)
1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
60    0.000    0.000    0.000    0.000 {built-in method bincount}
1    0.000    0.000    0.000    0.000 linearlogic.py:29(__init__)
36    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
9    0.000    0.000    0.000    0.000 moments.py:874(_expanding_func)
1    0.000    0.000    0.000    0.000 dependency.py:10(<module>)
1    0.000    0.000    0.000    0.000 wordlist.py:9(<module>)
1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
14    0.000    0.000    0.000    0.000 calendar.py:74(__getitem__)
1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
2    0.000    0.000    0.000    0.000 lazy.py:80(__new__)
3    0.000    0.000    0.000    0.000 learning_search.py:247(compute_delta)
1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
1    0.000    0.000    0.000    0.000 numpy_pickle.py:3(<module>)
11    0.000    0.000    0.000    0.000 sputils.py:132(get_index_dtype)
24    0.000    0.000    0.000    0.000 {built-in method utf_8_decode}
1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
22    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
54    0.000    0.000    0.000    0.000 re.py:235(escape)
922    0.000    0.000    0.000    0.000 inspect.py:2149(kind)
16    0.000    0.000    0.000    0.000 generic.py:4041(_make_cum_function)
5    0.000    0.000    0.000    0.000 {built-in method init_builtin}
1    0.000    0.000    0.000    0.000 util.py:10(<module>)
1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
1    0.000    0.000    0.000    0.000 adapters.py:9(<module>)
7    0.000    0.000    0.000    0.000 contextlib.py:57(__enter__)
1    0.000    0.000    0.000    0.000 ipipan.py:8(<module>)
1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
1    0.000    0.000    0.000    0.000 pyparsing.py:2324(setResultsName)
28    0.000    0.000    0.000    0.000 pkg_resources.py:1460(_fn)
1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
65    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
4    0.000    0.000    0.000    0.000 generic.py:158(_setup_axes)
1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
1    0.000    0.000    0.000    0.000 senseval.py:23(<module>)
1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:666(_code_to_bytecode)
1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
136    0.000    0.000    0.000    0.000 pyparsing.py:938(preParse)
1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
15    0.000    0.000    0.000    0.000 offsets.py:165(__init__)
1    0.000    0.000    0.000    0.000 weka.py:10(<module>)
1    0.000    0.000    0.000    0.000 pyparsing.py:1807(Regex)
13    0.000    0.000    0.000    0.000 utils.py:113(deprecate)
10    0.000    0.000    0.000    0.000 inspect.py:1050(formatargspec)
1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:9(<module>)
1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
2    0.000    0.000    0.000    0.000 textwrap.py:322(_split_chunks)
1    0.000    0.000    0.000    0.000 __init__.py:266(_reset_cache)
1    0.000    0.000    0.000    0.000 logistic.py:5(<module>)
1    0.000    0.000    0.000    0.000 socket.py:70(<dictcomp>)
99    0.000    0.000    0.000    0.000 learning_search.py:121(moves_since_restart)
38    0.000    0.000    0.000    0.000 enum.py:282(__setattr__)
1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
334    0.000    0.000    0.000    0.000 {built-in method getlower}
1    0.000    0.000    0.000    0.000 __init__.py:345(<listcomp>)
259    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
4    0.000    0.000    0.000    0.000 polynomial.py:1038(__init__)
1    0.000    0.000    0.000    0.000 pytables.py:1648(DataCol)
323    0.000    0.000    0.000    0.000 _distn_infrastructure.py:46(instancemethod)
1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
54    0.000    0.000    0.000    0.000 genericpath.py:111(_splitext)
31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
1    0.000    0.000    0.000    0.000 index.py:123(DatetimeIndex)
1    0.000    0.000    0.000    0.000 sexpr.py:78(__init__)
1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
30    0.000    0.000    0.000    0.000 ops.py:966(_comp_method_PANEL)
1    0.000    0.000    0.000    0.000 pivot.py:3(<module>)
1    0.000    0.000    0.000    0.000 numeric.py:2156(allclose)
1    0.000    0.000    0.000    0.000 socket.py:75(<dictcomp>)
90    0.000    0.000    0.000    0.000 validation.py:168(_num_samples)
1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
1    0.000    0.000    0.000    0.000 expr.py:253(f)
26    0.000    0.000    0.000    0.000 dyld.py:94(dyld_default_search)
1    0.000    0.000    0.000    0.000 units.py:44(<module>)
1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
110    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
122    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
903    0.000    0.000    0.000    0.000 inspect.py:2141(default)
228    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
1    0.000    0.000    0.000    0.000 rfe.py:7(<module>)
1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
143    0.000    0.000    0.000    0.000 _collections_abc.py:465(__len__)
1    0.000    0.000    0.000    0.000 base.py:2(<module>)
1    0.000    0.000    0.000    0.000 cmudict.py:46(<module>)
1    0.000    0.000    0.000    0.000 {built-in method dumps}
1    0.000    0.000    0.000    0.000 hmm.py:70(<module>)
3    0.000    0.000    0.000    0.000 __init__.py:118(compare_versions)
113    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1697(__init__)
2    0.000    0.000    0.000    0.000 pyparsing.py:1397(__invert__)
1    0.000    0.000    0.000    0.000 cgi.py:16(<module>)
1    0.000    0.000    0.000    0.000 __init__.py:417(Misc)
42    0.000    0.000    0.000    0.000 rcsetup.py:227(validate_color)
28    0.000    0.000    0.000    0.000 os.py:636(__setitem__)
1    0.000    0.000    0.000    0.000 association.py:12(<module>)
1    0.000    0.000    0.000    0.000 recursivedescent.py:8(<module>)
1    0.000    0.000    0.000    0.000 pyparsing.py:2339(And)
104    0.000    0.000    0.000    0.000 {built-in method reduce}
14    0.000    0.000    0.000    0.000 pkg_resources.py:1850(find_distributions)
1    0.000    0.000    0.000    0.000 pickle.py:972(_Unpickler)
922    0.000    0.000    0.000    0.000 inspect.py:2145(annotation)
1    0.000    0.000    0.000    0.000 fama_macbeth.py:30(FamaMacBeth)
84    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
1    0.000    0.000    0.000    0.000 stanford.py:12(<module>)
1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
101    0.000    0.000    0.000    0.000 {built-in method heappop}
1    0.000    0.000    0.000    0.000 series.py:81(Series)
82    0.000    0.000    0.000    0.000 pkg_resources.py:2448(__getattr__)
70    0.000    0.000    0.000    0.000 punkt.py:1400(_annotate_tokens)
1    0.000    0.000    0.000    0.000 algorithms.py:4(<module>)
1    0.000    0.000    0.000    0.000 reshape.py:3(<module>)
1    0.000    0.000    0.000    0.000 ibm3.py:9(<module>)
1    0.000    0.000    0.000    0.000 _multivariate.py:294(__init__)
1    0.000    0.000    0.000    0.000 categorical.py:114(Categorical)
1    0.000    0.000    0.000    0.000 parser.py:299(__init__)
1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
6    0.000    0.000    0.000    0.000 posixpath.py:221(expanduser)
1    0.000    0.000    0.000    0.000 numerictypes.py:289(_add_types)
1    0.000    0.000    0.000    0.000 parser.py:207(__init__)
1    0.000    0.000    0.000    0.000 rte.py:34(<module>)
1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:9(<module>)
1    0.000    0.000    0.000    0.000 __init__.py:824(RcParams)
1    0.000    0.000    0.000    0.000 response.py:7(<module>)
18    0.000    0.000    0.000    0.000 core.py:908(__init__)
40    0.000    0.000    0.000    0.000 grammar.py:256(__init__)
1    0.000    0.000    0.000    0.000 indian.py:19(<module>)
12    0.000    0.000    0.000    0.000 generic.py:3994(_make_stat_function_ddof)
8    0.000    0.000    0.000    0.000 core.py:7285(__init__)
18    0.000    0.000    0.000    0.000 _collections_abc.py:422(get)
7    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
6    0.000    0.000    0.000    0.000 features.py:67(compute)
1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
1    0.000    0.000    0.000    0.000 threading.py:570(Barrier)
1    0.000    0.000    0.000    0.000 tnt.py:14(<module>)
12    0.000    0.000    0.000    0.000 _collections_abc.py:429(__contains__)
1    0.000    0.000    0.000    0.000 _compat_pickle.py:8(<module>)
140    0.000    0.000    0.000    0.000 punkt.py:478(first_upper)
1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
1    0.000    0.000    0.000    0.000 tagged.py:282(TimitTaggedCorpusReader)
70    0.000    0.000    0.000    0.000 punkt.py:506(is_initial)
642    0.000    0.000    0.000    0.000 topics.py:736(_parse_label)
1    0.000    0.000    0.000    0.000 _monotone.py:1(<module>)
120    0.000    0.000    0.000    0.000 os.py:708(decode)
17    0.000    0.000    0.000    0.000 pyparsing.py:1859(__str__)
1    0.000    0.000    0.000    0.000 bnc.py:8(<module>)
1    0.000    0.000    0.000    0.000 rule.py:11(<module>)
1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
1    0.000    0.000    0.000    0.000 semcor.py:10(<module>)
11    0.000    0.000    0.000    0.000 nanops.py:40(__call__)
1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
127    0.000    0.000    0.000    0.000 expr.py:146(<lambda>)
1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
1    0.000    0.000    0.000    0.000 ibm2.py:9(<module>)
1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
52    0.000    0.000    0.000    0.000 grammar.py:220(is_terminal)
7    0.000    0.000    0.000    0.000 __init__.py:1178(_fixupParents)
5    0.000    0.000    0.000    0.000 offsets.py:555(__init__)
1    0.000    0.000    0.000    0.000 scope.py:2(<module>)
1    0.000    0.000    0.000    0.000 token.py:1(<module>)
1    0.000    0.000    0.000    0.000 logic.py:867(Expression)
1    0.000    0.000    0.000    0.000 __init__.py:555(<listcomp>)
84    0.000    0.000    0.000    0.000 os.py:651(__iter__)
81    0.000    0.000    0.000    0.000 rcsetup.py:77(validate_bool)
1    0.000    0.000    0.000    0.000 chasen.py:8(<module>)
15    0.000    0.000    0.000    0.000 offsets.py:171(_determine_offset)
81    0.000    0.000    0.000    0.000 six.py:134(__init__)
1    0.000    0.000    0.000    0.000 util.py:11(<module>)
1    0.000    0.000    0.000    0.000 __init__.py:1075(<listcomp>)
1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
114    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
1    0.000    0.000    0.000    0.000 numerictypes.py:117(<listcomp>)
1    0.000    0.000    0.000    0.000 __init__.py:219(wrapper)
99    0.000    0.000    0.000    0.000 learning_search.py:82(iteration)
8    0.000    0.000    0.000    0.000 core.py:7290(getdoc)
1    0.000    0.000    0.000    0.000 pkg_resources.py:239(get_build_platform)
11    0.000    0.000    0.000    0.000 decorator.py:134(update)
1    0.000    0.000    0.000    0.000 table.py:10(<module>)
70    0.000    0.000    0.000    0.000 punkt.py:459(type_no_period)
14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
1    0.000    0.000    0.000    0.000 timeout.py:3(<module>)
1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
1    0.000    0.000    0.000    0.000 tokenize.py:433(open)
1    0.000    0.000    0.000    0.000 relativedelta.py:6(<module>)
1    0.000    0.000    0.000    0.000 ols.py:601(MovingOLS)
14    0.000    0.000    0.000    0.000 series.py:36(_arith_method)
1    0.000    0.000    0.000    0.000 decimal.py:553(Decimal)
1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
8    0.000    0.000    0.000    0.000 pyparsing.py:3378(<genexpr>)
72    0.000    0.000    0.000    0.000 numerictypes.py:131(english_lower)
1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
6    0.000    0.000    0.000    0.000 compat.py:368(py3_data)
6    0.000    0.000    0.000    0.000 pyparsing.py:3376(<lambda>)
1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
567    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
20    0.000    0.000    0.000    0.000 pyparsing.py:1749(parseImpl)
1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:141(__init__)
6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(spec_from_loader)
118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:144(__enter__)
1    0.000    0.000    0.000    0.000 datetime.py:616(date)
1    0.000    0.000    0.000    0.000 util.py:50(CanvasWidget)
1    0.000    0.000    0.000    0.000 category_explorer.py:48(initial_state)
99    0.000    0.000    0.000    0.000 learning_search.py:126(n_feedback)
148    0.000    0.000    0.000    0.000 my_exceptions.py:80(<lambda>)
1    0.000    0.000    0.000    0.000 align.py:2(<module>)
1    0.000    0.000    0.000    0.000 pyparsing.py:3120(delimitedList)
1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
1    0.000    0.000    0.000    0.000 core.py:2581(MaskedArray)
826    0.000    0.000    0.000    0.000 grammar.py:145(__hash__)
1    0.000    0.000    0.000    0.000 request.py:363(OpenerDirector)
1    0.000    0.000    0.000    0.000 symbol.py:3(<module>)
1    0.000    0.000    0.000    0.000 wordnet.py:112(_WordNetObject)
3    0.000    0.000    0.000    0.000 util.py:56(resource)
2    0.000    0.000    0.000    0.000 sputils.py:26(upcast)
1    0.000    0.000    0.000    0.000 enum.py:434(Enum)
1    0.000    0.000    0.000    0.000 numeric.py:358(<listcomp>)
1    0.000    0.000    0.000    0.000 imputation.py:4(<module>)
1    0.000    0.000    0.000    0.000 sentiwordnet.py:35(<module>)
241    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
2    0.000    0.000    0.000    0.000 tempfile.py:109(<listcomp>)
2    0.000    0.000    0.000    0.000 lexicon.py:46(__init__)
7    0.000    0.000    0.000    0.000 parser.py:222(_convert)
1    0.000    0.000    0.000    0.000 knbc.py:9(<module>)
1    0.000    0.000    0.000    0.000 sysconfig.py:592(get_platform)
1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
1    0.000    0.000    0.000    0.000 nps_chat.py:7(<module>)
141    0.000    0.000    0.000    0.000 decorators.py:125(__init__)
14    0.000    0.000    0.000    0.000 grammar.py:639(<genexpr>)
1    0.000    0.000    0.000    0.000 chomsky.py:14(<module>)
1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
1    0.000    0.000    0.000    0.000 panel.py:43(SparsePanel)
111    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
99    0.000    0.000    0.000    0.000 learning_search.py:130(n_updates)
1    0.000    0.000    0.000    0.000 features.py:85(__init__)
1    0.000    0.000    0.000    0.000 pool.py:138(Pool)
1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
1    0.000    0.000    0.000    0.000 dependency.py:18(DependencyCorpusReader)
1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
100    0.000    0.000    0.000    0.000 search.py:81(empty)
1    0.000    0.000    0.000    0.000 lancaster.py:11(<module>)
16    0.000    0.000    0.000    0.000 functools.py:179(<listcomp>)
28    0.000    0.000    0.000    0.000 _collections_abc.py:437(keys)
6    0.000    0.000    0.000    0.000 categorical.py:23(_cat_compare_op)
1    0.000    0.000    0.000    0.000 ipipan.py:23(IPIPANCorpusReader)
1    0.000    0.000    0.000    0.000 regexp.py:248(RegexpChunkRule)
2    0.000    0.000    0.000    0.000 textwrap.py:146(_split)
89    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
6    0.000    0.000    0.000    0.000 enum.py:387(_find_new_)
42    0.000    0.000    0.000    0.000 colors.py:214(is_color_like)
1    0.000    0.000    0.000    0.000 image.py:4(<module>)
1    0.000    0.000    0.000    0.000 groupby.py:1669(BinGrouper)
1    0.000    0.000    0.000    0.000 __init__.py:691(_get_data_path_cached)
1    0.000    0.000    0.000    0.000 texttiling.py:9(<module>)
1    0.000    0.000    0.000    0.000 chart.py:1032(TopDownInitRule)
102    0.000    0.000    0.000    0.000 arrayprint.py:744(__init__)
39    0.000    0.000    0.000    0.000 sre_parse.py:776(addgroup)
19    0.000    0.000    0.000    0.000 rcsetup.py:52(<listcomp>)
39    0.000    0.000    0.000    0.000 pkgutil.py:397(get_importer)
1    0.000    0.000    0.000    0.000 records.py:84(format_parser)
1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
1    0.000    0.000    0.000    0.000 kdtree.py:174(KDTree)
56    0.000    0.000    0.000    0.000 pyparsing.py:1592(parseImpl)
1    0.000    0.000    0.000    0.000 hunpos.py:13(<module>)
