n calls (143671010 primitive calls) in 165.255 seconds

Ordered by: cumulative time

ncalls  tottime  percall  cumtime  percall filename:lineno(function)
1    0.000    0.000    0.000    0.000 naivebayes.py:43(NaiveBayesClassifier)
1    0.000    0.000    0.000    0.000 offsets.py:2109(Day)
1    0.000    0.000    0.000    0.000 util.py:1627(CanvasFrame)
1    0.000    0.000    0.000    0.000 tz.py:658(_tzicalvtz)
1    0.000    0.000    0.000    0.000 toolbox.py:136(ToolboxData)
1    0.000    0.000    0.000    0.000 cfg.py:515(CFGDemo)
1    0.000    0.000    0.000    0.000 six.py:107(_resolve)
1    0.000    0.000    0.000    0.000 __init__.py:80(lrange)
1    0.000    0.000    0.000    0.000 {built-in method result_type}
1    0.000    0.000    0.000    0.000 argparse.py:1214(_ActionsContainer)
1    0.000    0.000    0.000    0.000 api.py:90(MultiClassifierI)
1    0.000    0.000    0.000    0.000 decisiontree.py:21(DecisionTreeClassifier)
1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
1    0.000    0.000    0.000    0.000 api.py:278(FunctionalCategory)
1    0.000    0.000    0.000    0.000 internals.py:1803(DatetimeBlock)
2    0.000    0.000    0.000    0.000 common.py:2498(is_list_like)
2    0.000    0.000    0.000    0.000 textwrap.py:165(<listcomp>)
21    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
1    0.000    0.000    0.000    0.000 logic.py:1123(ApplicationExpression)
1    0.000    0.000    0.000    0.000 rrule.py:908(_rrulestr)
28    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
1    0.000    0.000    0.000    0.000 util.py:1997(ColorizedList)
1    0.000    0.000    0.000    0.000 util.py:51(ChunkScore)
1    0.000    0.000    0.000    0.000 util.py:560(AbstractLazySequence)
1    0.000    0.000    0.000    0.000 base.py:168(FrozenList)
1    0.000    0.000    0.000    0.000 collocations.py:43(AbstractCollocationFinder)
1    0.000    0.000    0.000    0.000 __init__.py:2035(Grid)
1    0.000    0.000    0.000    0.000 transforms.py:57(TransformNode)
1    0.000    0.000    0.000    0.000 series.py:244(_set_axis)
3    0.000    0.000    0.000    0.000 __init__.py:480(CFunctionType)
8    0.000    0.000    0.000    0.000 features.py:30(__init__)
1    0.000    0.000    0.000    0.000 drt.py:35(DrtTokens)
1    0.000    0.000    0.000    0.000 adapters.py:39(BaseAdapter)
1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
12    0.000    0.000    0.000    0.000 index.py:2152(_make_evaluate_unary)
2    0.000    0.000    0.000    0.000 enum.py:486(__hash__)
1    0.000    0.000    0.000    0.000 association.py:153(BigramAssocMeasures)
1    0.000    0.000    0.000    0.000 ycoe.py:33(YCOECorpusReader)
1    0.000    0.000    0.000    0.000 linearlogic.py:92(AtomicExpression)
1    0.000    0.000    0.000    0.000 drt.py:924(DrsDrawer)
1    0.000    0.000    0.000    0.000 features.py:26(IFeature)
1    0.000    0.000    0.000    0.000 punkt.py:1231(PunktSentenceTokenizer)
1    0.000    0.000    0.000    0.000 copy.py:125(_copy_with_constructor)
1    0.000    0.000    0.000    0.000 linearlogic.py:339(BindingDict)
1    0.000    0.000    0.000    0.000 plotting.py:166(__setitem__)
1    0.000    0.000    0.000    0.000 groupby.py:152(Grouper)
8    0.000    0.000    0.000    0.000 moments.py:612(_require_min_periods)
1    0.000    0.000    0.000    0.000 ticker.py:1246(MaxNLocator)
1    0.000    0.000    0.000    0.000 passive_aggressive.py:9(PassiveAggressiveClassifier)
1    0.000    0.000    0.000    0.000 pytables.py:362(ExprVisitor)
57    0.000    0.000    0.000    0.000 __init__.py:187(u_safe)
1    0.000    0.000    0.000    0.000 json.py:210(Parser)
1    0.000    0.000    0.000    0.000 common.py:2224(groupby)
1    0.000    0.000    0.000    0.000 tz.py:493(tzrange)
1    0.000    0.000    0.000    0.000 cookies.py:21(MockRequest)
1    0.000    0.000    0.000    0.000 offsets.py:1186(QuarterOffset)
9    0.000    0.000    0.000    0.000 cbook.py:681(is_string_like)
1    0.000    0.000    0.000    0.000 stanford.py:132(NERTagger)
1    0.000    0.000    0.000    0.000 interface.py:10(LinearOperator)
1    0.000    0.000    0.000    0.000 converter.py:27(register)
1    0.000    0.000    0.000    0.000 tableau.py:508(Categories)
11    0.000    0.000    0.000    0.000 period.py:29(_period_field_accessor)
1    0.000    0.000    0.000    0.000 base.py:587(BaseLibLinear)
1    0.000    0.000    0.000    0.000 pytables.py:1627(GenericIndexCol)
1    0.000    0.000    0.000    0.000 loader.py:51(TestLoader)
1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
1    0.000    0.000    0.000    0.000 case.py:1306(FunctionTestCase)
1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
1    0.000    0.000    0.000    0.000 pytables.py:2651(BlockManagerFixed)
1    0.000    0.000    0.000    0.000 connection.py:54(HTTPConnection)
1    0.000    0.000    0.000    0.000 util.py:769(SymbolWidget)
18    0.000    0.000    0.000    0.000 config.py:717(wrap)
1    0.000    0.000    0.000    0.000 learning_search.py:214(PerceptronBinaryUpdateRule)
51    0.000    0.000    0.000    0.000 {built-in method S_ISLNK}
1    0.000    0.000    0.000    0.000 excel.py:544(_Openpyxl1Writer)
1    0.000    0.000    0.000    0.000 __init__.py:2896(Scrollbar)
1    0.000    0.000    0.000    0.000 socket.py:328(SocketIO)
1    0.000    0.000    0.000    0.000 maxent.py:82(MaxentClassifier)
1    0.000    0.000    0.000    0.000 format.py:1551(ExcelFormatter)
1    0.000    0.000    0.000    0.000 hashing.py:18(FeatureHasher)
1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
1    0.000    0.000    0.000    0.000 evaluate.py:352(Model)
1    0.000    0.000    0.000    0.000 parse.py:273(_fix_result_transcoding)
1    0.000    0.000    0.000    0.000 association.py:41(NgramAssocMeasures)
1    0.000    0.000    0.000    0.000 transforms.py:2291(CompositeAffine2D)
1    0.000    0.000    0.000    0.000 timedeltas.py:137(<listcomp>)
1    0.000    0.000    0.000    0.000 url.py:9(Url)
1    0.000    0.000    0.000    0.000 collocations.py:125(BigramCollocationFinder)
1    0.000    0.000    0.000    0.000 html.py:363(_BeautifulSoupHtml5LibFrameParser)
1    0.000    0.000    0.000    0.000 learning_search.py:135(MultiBinaryFeedback)
17    0.000    0.000    0.000    0.000 pyparsing.py:2474(<genexpr>)
2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
1    0.000    0.000    0.000    0.000 maxent.py:743(TypedMaxentFeatureEncoding)
1    0.000    0.000    0.000    0.000 dyld.py:50(dyld_fallback_framework_path)
1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
1    0.000    0.000    0.000    0.000 confusionmatrix.py:12(ConfusionMatrix)
1    0.000    0.000    0.000    0.000 tempfile.py:654(TemporaryDirectory)
1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
1    0.000    0.000    0.000    0.000 converter.py:53(TimeConverter)
1    0.000    0.000    0.000    0.000 __init__.py:2501(Entry)
1    0.000    0.000    0.000    0.000 converter.py:847(TimeSeries_DateLocator)
1    0.000    0.000    0.000    0.000 search.py:70(__init__)
1    0.000    0.000    0.000    0.000 plistlib.py:365(begin_dict)
1    0.000    0.000    0.000    0.000 combinator.py:66(BackwardCombinator)
1    0.000    0.000    0.000    0.000 reshape.py:23(_Unstacker)
1    0.000    0.000    0.000    0.000 __init__.py:416(Formatter)
3    0.000    0.000    0.000    0.000 base.py:485(__getattr__)
1    0.000    0.000    0.000    0.000 {sklearn.svm.liblinear.set_verbosity_wrap}
1    0.000    0.000    0.000    0.000 learning_search.py:260(RestartStatesOnFeedbackRule)
2    0.000    0.000    0.000    0.000 logger.py:67(__init__)
1    0.000    0.000    0.000    0.000 plaintext.py:178(EuroparlCorpusReader)
1    0.000    0.000    0.000    0.000 _ode.py:1016(lsoda)
1    0.000    0.000    0.000    0.000 matfuncs.py:182(MatrixPowerOperator)
1    0.000    0.000    0.000    0.000 logic.py:1316(AbstractVariableExpression)
1    0.000    0.000    0.000    0.000 rrule.py:54(weekday)
1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
1    0.000    0.000    0.000    0.000 api.py:361(TheoremToolCommandDecorator)
1    0.000    0.000    0.000    0.000 __init__.py:3484(Spinbox)
1    0.000    0.000    0.000    0.000 viterbi.py:20(ViterbiParser)
3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
3    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
1    0.000    0.000    0.000    0.000 _collections.py:26(RecentlyUsedContainer)
1    0.000    0.000    0.000    0.000 fitpack2.py:386(InterpolatedUnivariateSpline)
2    0.000    0.000    0.000    0.000 featstruct.py:1810(__init__)
1    0.000    0.000    0.000    0.000 adapters.py:52(HTTPAdapter)
1    0.000    0.000    0.000    0.000 colors.py:1462(LightSource)
1    0.000    0.000    0.000    0.000 drt.py:659(DrtConcatenation)
2    0.000    0.000    0.000    0.000 {built-in method setlocale}
1    0.000    0.000    0.000    0.000 numpy_pickle.py:24(asbytes)
1    0.000    0.000    0.000    0.000 stata.py:1319(StataWriter)
1    0.000    0.000    0.000    0.000 six.py:157(_SixMetaPathImporter)
1    0.000    0.000    0.000    0.000 ticker.py:1148(Base)
1    0.000    0.000    0.000    0.000 string.py:162(Formatter)
1    0.000    0.000    0.000    0.000 inspect.py:77(isclass)
1    0.000    0.000    0.000    0.000 text.py:273(HashingVectorizer)
5    0.000    0.000    0.000    0.000 features.py:205(name)
1    0.000    0.000    0.000    0.000 simple.py:77(LineTokenizer)
4    0.000    0.000    0.000    0.000 combinator.py:50(__init__)
42    0.000    0.000    0.000    0.000 decorator.py:105(<lambda>)
1    0.000    0.000    0.000    0.000 boxer.py:830(BoxerDrs)
1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:171(ProbabilisticNonprojectiveParser)
2    0.000    0.000    0.000    0.000 rcsetup.py:370(validate_negative_linestyle_legacy)
1    0.000    0.000    0.000    0.000 dict_vectorizer.py:25(DictVectorizer)
1    0.000    0.000    0.000    0.000 dyld.py:44(dyld_framework_path)
2    0.000    0.000    0.000    0.000 warnings.py:311(__init__)
16    0.000    0.000    0.000    0.000 pyparsing.py:261(__getitem__)
17    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
1    0.000    0.000    0.000    0.000 functools.py:370(lru_cache)
1    0.000    0.000    0.000    0.000 topics.py:516(TrainingDataSelection)
1    0.000    0.000    0.000    0.000 html.py:133(_HtmlFrameParser)
1    0.000    0.000    0.000    0.000 pkg_resources.py:2157(EntryPoint)
1    0.000    0.000    0.000    0.000 synchronize.py:333(Event)
1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
1    0.000    0.000    0.000    0.000 version.py:31(Version)
1    0.000    0.000    0.000    0.000 internals.py:1427(ObjectBlock)
2    0.000    0.000    0.000    0.000 compressed.py:940(__set_has_canonical_format)
1    0.000    0.000    0.000    0.000 search_space.py:93(StateSpace)
1    0.000    0.000    0.000    0.000 __init__.py:3349(Image)
1    0.000    0.000    0.000    0.000 interpolate.py:677(PPoly)
1    0.000    0.000    0.000    0.000 interface.py:296(_ScaledLinearOperator)
1    0.000    0.000    0.000    0.000 featstruct.py:1803(Feature)
1    0.000    0.000    0.000    0.000 cbook.py:437(CallbackRegistry)
1    0.000    0.000    0.000    0.000 colors.py:846(Normalize)
1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
1    0.000    0.000    0.000    0.000 _basinhopping.py:266(MinimizerWrapper)
1    0.000    0.000    0.000    0.000 arpack.py:956(IterOpInv)
1    0.000    0.000    0.000    0.000 tarfile.py:302(_LowLevelFile)
3    0.000    0.000    0.000    0.000 rcsetup.py:344(validate_ps_distiller)
1    0.000    0.000    0.000    0.000 __init__.py:1221(rc_context)
1    0.000    0.000    0.000    0.000 coordinate_descent.py:1772(MultiTaskLassoCV)
1    0.000    0.000    0.000    0.000 memory.py:223(NotMemorizedResult)
1    0.000    0.000    0.000    0.000 _expm_multiply.py:241(MatrixPowerOperator)
1    0.000    0.000    0.000    0.000 stochastic_gradient.py:49(BaseSGD)
1    0.000    0.000    0.000    0.000 font.py:25(Font)
1    0.000    0.000    0.000    0.000 six.py:72(_import_module)
3    0.000    0.000    0.000    0.000 internals.py:402(__init__)
1    0.000    0.000    0.000    0.000 plotting.py:1499(LinePlot)
1    0.000    0.000    0.000    0.000 pytables.py:437(Expr)
1    0.000    0.000    0.000    0.000 inspect.py:2292(Signature)
1    0.000    0.000    0.000    0.000 tz.py:169(_ttinfo)
1    0.000    0.000    0.000    0.000 pyparsing.py:2723(ZeroOrMore)
1    0.000    0.000    0.000    0.000 pytables.py:2561(SparseSeriesFixed)
1    0.000    0.000    0.000    0.000 downloader.py:974(DownloaderShell)
1    0.000    0.000    0.000    0.000 dictionary.py:3(ImmutableDict)
8    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
4    0.000    0.000    0.000    0.000 logic.py:117(<listcomp>)
1    0.000    0.000    0.000    0.000 request.py:1415(CacheFTPHandler)
1    0.000    0.000    0.000    0.000 snowball.py:93(_LanguageSpecificStemmer)
1    0.000    0.000    0.000    0.000 chasen.py:18(ChasenCorpusReader)
3    0.000    0.000    0.000    0.000 enum.py:266(__members__)
1    0.000    0.000    0.000    0.000 minimalset.py:10(MinimalSet)
1    0.000    0.000    0.000    0.000 numbers.py:272(Rational)
1    0.000    0.000    0.000    0.000 sputils.py:188(isintlike)
1    0.000    0.000    0.000    0.000 inspect.py:2080(Parameter)
1    0.000    0.000    0.000    0.000 punkt.py:367(__init__)
1    0.000    0.000    0.000    0.000 search.py:278(FeatureBasedHeuristicSearch)
1    0.000    0.000    0.000    0.000 parsers.py:2280(FixedWidthReader)
1    0.000    0.000    0.000    0.000 pyparsing.py:2605(ParseElementEnhance)
1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
1    0.000    0.000    0.000    0.000 expr.py:594(PandasExprVisitor)
2    0.000    0.000    0.000    0.000 parsers.py:325(_make_parser_function)
1    0.000    0.000    0.000    0.000 tree.py:449(TreeWidget)
1    0.000    0.000    0.000    0.000 resolution.py:97(ResolutionProverCommand)
6    0.000    0.000    0.000    0.000 index.py:65(_dt_index_cmp)
1    0.000    0.000    0.000    0.000 glue.py:117(GlueDict)
1    0.000    0.000    0.000    0.000 cookies.py:305(Morsel)
1    0.000    0.000    0.000    0.000 excel.py:1073(_XlwtWriter)
2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
1    0.000    0.000    0.000    0.000 __init__.py:273(__init__)
20    0.000    0.000    0.000    0.000 {built-in method from_iterable}
1    0.000    0.000    0.000    0.000 _collections.py:101(HTTPHeaderDict)
1    0.000    0.000    0.000    0.000 tagged.py:172(CategorizedTaggedCorpusReader)
1    0.000    0.000    0.000    0.000 pytables.py:4288(Selection)
1    0.000    0.000    0.000    0.000 internals.py:1128(NonConsolidatableMixIn)
1    0.000    0.000    0.000    0.000 pkg_resources.py:1521(EmptyProvider)
1    0.000    0.000    0.000    0.000 parsers.py:508(TextFileReader)
1    0.000    0.000    0.000    0.000 featurechart.py:454(InstantiateVarsChart)
1    0.000    0.000    0.000    0.000 dates.py:496(AutoDateFormatter)
1    0.000    0.000    0.000    0.000 plotting.py:1753(BarPlot)
2    0.000    0.000    0.000    0.000 {built-in method dlopen}
1    0.000    0.000    0.000    0.000 lookuptree.py:18(LookupTree)
1    0.000    0.000    0.000    0.000 scikitlearn.py:49(SklearnClassifier)
1    0.000    0.000    0.000    0.000 interpolate.py:287(interp1d)
1    0.000    0.000    0.000    0.000 dates.py:607(DateLocator)
1    0.000    0.000    0.000    0.000 six.py:326(Module_six_moves_urllib)
1    0.000    0.000    0.000    0.000 core.py:5631(mvoid)
2    0.000    0.000    0.000    0.000 version.py:3(<module>)
1    0.000    0.000    0.000    0.000 core.py:2399(_arraymethod)
1    0.000    0.000    0.000    0.000 plistlib.py:313(__init__)
1    0.000    0.000    0.000    0.000 grammar.py:234(Production)
1    0.000    0.000    0.000    0.000 tarfile.py:707(ExFileObject)
1    0.000    0.000    0.000    0.000 models.py:53(RequestEncodingMixin)
1    0.000    0.000    0.000    0.000 pytables.py:4051(AppendablePanelTable)
1    0.000    0.000    0.000    0.000 {sklearn.svm.libsvm.set_verbosity_wrap}
1    0.000    0.000    0.000    0.000 logic.py:642(ComplexType)
1    0.000    0.000    0.000    0.000 internals.py:1298(TimeDeltaBlock)
1    0.000    0.000    0.000    0.000 brill_trainer.py:26(BrillTaggerTrainer)
1    0.000    0.000    0.000    0.000 __init__.py:414(LibraryLoader)
7    0.000    0.000    0.000    0.000 chart.py:104(__init__)
1    0.000    0.000    0.000    0.000 __init__.py:986(FileHandler)
1    0.000    0.000    0.000    0.000 sequential.py:562(ClassifierBasedTagger)
1    0.000    0.000    0.000    0.000 core.py:2468(MaskedIterator)
1    0.000    0.000    0.000    0.000 base.py:68(PandasObject)
1    0.000    0.000    0.000    0.000 ticker.py:1418(LogLocator)
1    0.000    0.000    0.000    0.000 __init__.py:1895(NullHandler)
29    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
1    0.000    0.000    0.000    0.000 pyparsing.py:1871(QuotedString)
1    0.000    0.000    0.000    0.000 cbook.py:1284(__init__)
1    0.000    0.000    0.000    0.000 format.py:1861(GenericArrayFormatter)
1    0.000    0.000    0.000    0.000 dates.py:987(YearLocator)
1    0.000    0.000    0.000    0.000 drt.py:621(DrtBinaryExpression)
1    0.000    0.000    0.000    0.000 shiftreduce.py:19(ShiftReduceParser)
1    0.000    0.000    0.000    0.000 api.py:44(ModelBuilder)
1    0.000    0.000    0.000    0.000 pyparsing.py:1683(Word)
2    0.000    0.000    0.000    0.000 rcsetup.py:439(validate_sketch)
1    0.000    0.000    0.000    0.000 internals.py:1255(ComplexBlock)
4    0.000    0.000    0.000    0.000 common.py:1394(_interp_wrapper)
1    0.000    0.000    0.000    0.000 config.py:584(_translate_key)
4    0.000    0.000    0.000    0.000 logic.py:120(<listcomp>)
1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
1    0.000    0.000    0.000    0.000 wikiapi.py:188(CategoryRelationCache)
1    0.000    0.000    0.000    0.000 toolbox.py:22(StandardFormat)
1    0.000    0.000    0.000    0.000 structures.py:91(__init__)
1    0.000    0.000    0.000    0.000 probability.py:518(DictionaryProbDist)
1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
3    0.000    0.000    0.000    0.000 pytables.py:1417(set_name)
1    0.000    0.000    0.000    0.000 fields.py:49(RequestField)
1    0.000    0.000    0.000    0.000 cross_validation.py:749(BaseShuffleSplit)
1    0.000    0.000    0.000    0.000 topics.py:490(MajorityClassClassifier)
5    0.000    0.000    0.000    0.000 combinator.py:71(__init__)
1    0.000    0.000    0.000    0.000 probability.py:804(HeldoutProbDist)
1    0.000    0.000    0.000    0.000 merge.py:155(_MergeOperation)
1    0.000    0.000    0.000    0.000 offsets.py:393(BusinessMixin)
1    0.000    0.000    0.000    0.000 pyparsing.py:2045(White)
5    0.000    0.000    0.000    0.000 six.py:172(_get_module)
1    0.000    0.000    0.000    0.000 boxer.py:997(BoxerRel)
1    0.000    0.000    0.000    0.000 _monotone.py:13(PchipInterpolator)
1    0.000    0.000    0.000    0.000 cookiejar.py:1822(LWPCookieJar)
7    0.000    0.000    0.000    0.000 nanops.py:54(__init__)
1    0.000    0.000    0.000    0.000 features.py:146(AdditiveSearchStateFeature)
1    0.000    0.000    0.000    0.000 format.py:2271(EngFormatter)
1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
13    0.000    0.000    0.000    0.000 frequencies.py:1068(<genexpr>)
1    0.000    0.000    0.000    0.000 pyparsing.py:2918(__lshift__)
1    0.000    0.000    0.000    0.000 weka.py:215(ARFF_Formatter)
1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:285(<listcomp>)
3    0.000    0.000    0.000    0.000 _osx_support.py:455(<genexpr>)
1    0.000    0.000    0.000    0.000 six.py:200(is_package)
1    0.000    0.000    0.000    0.000 _ode.py:564(IntegratorBase)
1    0.000    0.000    0.000    0.000 request.py:1507(url2pathname)
1    0.000    0.000    0.000    0.000 parse.py:131(_NetlocResultMixinBase)
2    0.000    0.000    0.000    0.000 __init__.py:1246(setLevel)
1    0.000    0.000    0.000    0.000 _ode.py:434(complex_ode)
1    0.000    0.000    0.000    0.000 __init__.py:3863(Tributton)
1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
1    0.000    0.000    0.000    0.000 resolution.py:603(DebugObject)
1    0.000    0.000    0.000    0.000 pytables.py:2537(SeriesFixed)
1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
1    0.000    0.000    0.000    0.000 parallel.py:132(ImmediateApply)
1    0.000    0.000    0.000    0.000 drt.py:500(DrtAbstractVariableExpression)
1    0.000    0.000    0.000    0.000 format.py:1165(CSVFormatter)
6    0.000    0.000    0.000    0.000 wordnet.py:996(<genexpr>)
1    0.000    0.000    0.000    0.000 units.py:121(__init__)
1    0.000    0.000    0.000    0.000 ticker.py:900(Locator)
1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
1    0.000    0.000    0.000    0.000 ppattach.py:63(PPAttachmentCorpusReader)
1    0.000    0.000    0.000    0.000 pprint.py:101(PrettyPrinter)
2    0.000    0.000    0.000    0.000 __init__.py:277(set_level)
1    0.000    0.000    0.000    0.000 util.py:459(PickleCorpusView)
1    0.000    0.000    0.000    0.000 features.py:194(CachingSearchStateFeature)
1    0.000    0.000    0.000    0.000 _basinhopping.py:282(Metropolis)
1    0.000    0.000    0.000    0.000 json.py:47(Writer)
1    0.000    0.000    0.000    0.000 topics.py:419(CategorySelectionClassifier)
1    0.000    0.000    0.000    0.000 framenet.py:343(Future)
2    0.000    0.000    0.000    0.000 index.py:252(__len__)
1    0.000    0.000    0.000    0.000 boxer.py:1087(BoxerOr)
1    0.000    0.000    0.000    0.000 util.py:1184(SequenceWidget)
1    0.000    0.000    0.000    0.000 util.py:1341(StackWidget)
1    0.000    0.000    0.000    0.000 topics.py:43(TopicFeatures)
1    0.000    0.000    0.000    0.000 engines.py:129(PythonEngine)
1    0.000    0.000    0.000    0.000 {built-in method exp}
1    0.000    0.000    0.000    0.000 pyparsing.py:258(_ParseResultsWithOffset)
1    0.000    0.000    0.000    0.000 tree.py:1383(ProbabilisticTree)
1    0.000    0.000    0.000    0.000 parsers.py:1035(CParserWrapper)
1    0.000    0.000    0.000    0.000 tz.py:69(tzoffset)
1    0.000    0.000    0.000    0.000 plaintext.py:135(CategorizedPlaintextCorpusReader)
1    0.000    0.000    0.000    0.000 expr.py:613(Expr)
1    0.000    0.000    0.000    0.000 category_explorer.py:93(AddNodeAction)
1    0.000    0.000    0.000    0.000 _ode.py:766(zvode)
1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
1    0.000    0.000    0.000    0.000 linearlogic.py:27(LinearLogicParser)
1    0.000    0.000    0.000    0.000 plistlib.py:204(Data)
1    0.000    0.000    0.000    0.000 plistlib.py:593(_BinaryPlistParser)
1    0.000    0.000    0.000    0.000 api.py:11(ClusterI)
1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
1    0.000    0.000    0.000    0.000 ridge.py:490(RidgeClassifier)
1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
1    0.000    0.000    0.000    0.000 six.py:546(iterkeys)
1    0.000    0.000    0.000    0.000 coordinate_descent.py:1384(MultiTaskElasticNet)
1    0.000    0.000    0.000    0.000 linearlogic.py:199(ImpExpression)
1    0.000    0.000    0.000    0.000 evaluate.py:98(Valuation)
1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
1    0.000    0.000    0.000    0.000 snowball.py:1318(FrenchStemmer)
1    0.000    0.000    0.000    0.000 topics.py:708(TrainingDataProcessing)
1    0.000    0.000    0.000    0.000 pytables.py:3841(AppendableFrameTable)
1    0.000    0.000    0.000    0.000 logic.py:1634(NegatedExpression)
1    0.000    0.000    0.000    0.000 api.py:223(CategorizedCorpusReader)
1    0.000    0.000    0.000    0.000 format.py:68(CategoricalFormatter)
13    0.000    0.000    0.000    0.000 pyparsing.py:1423(leaveWhitespace)
1    0.000    0.000    0.000    0.000 regexp.py:512(MergeRule)
2    0.000    0.000    0.000    0.000 tokenize.py:112(maybe)
1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
1    0.000    0.000    0.000    0.000 _continuous_distns.py:765(chi2_gen)
1    0.000    0.000    0.000    0.000 sequential.py:213(DefaultTagger)
1    0.000    0.000    0.000    0.000 tempfile.py:334(_TemporaryFileCloser)
1    0.000    0.000    0.000    0.000 parallel.py:190(Parallel)
1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
2    0.000    0.000    0.000    0.000 __init__.py:345(_FuncPtr)
1    0.000    0.000    0.000    0.000 tempfile.py:85(_RandomNameSequence)
1    0.000    0.000    0.000    0.000 request.py:915(AbstractDigestAuthHandler)
2    0.000    0.000    0.000    0.000 features.py:57(__init__)
1    0.000    0.000    0.000    0.000 ticker.py:1701(AutoMinorLocator)
1    0.000    0.000    0.000    0.000 _continuous_distns.py:3496(rayleigh_gen)
1    0.000    0.000    0.000    0.000 poolmanager.py:177(ProxyManager)
1    0.000    0.000    0.000    0.000 isri.py:38(ISRIStemmer)
1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
1    0.000    0.000    0.000    0.000 offsets.py:2133(Micro)
1    0.000    0.000    0.000    0.000 childes.py:28(CHILDESCorpusReader)
1    0.000    0.000    0.000    0.000 boxer.py:885(BoxerNot)
1    0.000    0.000    0.000    0.000 pytables.py:3628(AppendableTable)
1    0.000    0.000    0.000    0.000 ridge.py:593(_RidgeGCV)
1    0.000    0.000    0.000    0.000 pytables.py:2732(PanelFixed)
1    0.000    0.000    0.000    0.000 sequential.py:302(UnigramTagger)
2    0.000    0.000    0.000    0.000 {built-in method datetime_data}
1    0.000    0.000    0.000    0.000 optimize.py:71(OptimizeResult)
1    0.000    0.000    0.000    0.000 maxent.py:629(GISEncoding)
6    0.000    0.000    0.000    0.000 tdi.py:41(_td_index_cmp)
1    0.000    0.000    0.000    0.000 chart.py:148(BackwardTypeRaiseRule)
6    0.000    0.000    0.000    0.000 features.py:202(__init__)
1    0.000    0.000    0.000    0.000 sequential.py:35(SequentialBackoffTagger)
1    0.000    0.000    0.000    0.000 tz.py:208(tzfile)
1    0.000    0.000    0.000    0.000 chart.py:1393(SteppingChartParser)
1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
1    0.000    0.000    0.000    0.000 tempfile.py:375(_TemporaryFileWrapper)
5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
1    0.000    0.000    0.000    0.000 search_space.py:42(SearchState)
1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
1    0.000    0.000    0.000    0.000 pkg_resources.py:2719(Requirement)
1    0.000    0.000    0.000    0.000 sequential.py:424(AffixTagger)
1    0.000    0.000    0.000    0.000 util.py:918(BoxWidget)
4    0.000    0.000    0.000    0.000 logic.py:118(<listcomp>)
1    0.000    0.000    0.000    0.000 config.py:170(__init__)
1    0.000    0.000    0.000    0.000 _continuous_distns.py:3536(reciprocal_gen)
1    0.000    0.000    0.000    0.000 drt.py:795(DrtApplicationExpression)
4    0.000    0.000    0.000    0.000 logic.py:116(<listcomp>)
1    0.000    0.000    0.000    0.000 sequential.py:482(RegexpTagger)
